-11.509922015712178,10
-12.815815774157771,10
11164670667.29701,10
573637722.87496,10
29435214.42883163,10
38714332.34712681,10
2130725.696840476,10
340326848088432.7,10
34826144652409.344,10
1549694374469425.0,10
50732481.4804283,10
2246761077125.8813,10
414356091135.70435,10
129945287.82988858,10
3634937199.890527,10
15569615.078448618,10
6.523566864088691e+18,10
19950085301900.098,10
4025962.56035773,10
208339077547.86374,10
19475906.224998776,10
27850623527.22703,10
717387448110.4474,10
28448156107.862045,10
41848136.043860696,10
29502855.979736403,10
2635687538146.029,10
62860880105.7245,10
337158735.443872,10
844566621.26598,10
71907611989.02039,10
61474488041299.32,10
998173459719751.0,10
22660314.17122743,10
153443662228.11346,10
3335692274382.8003,10
230244239.88701016,10
1423024160.8624532,10
14897757965652.535,10
1703119478955027.5,10
9107959558.896635,10
473156598.42040837,10
585114301.0072213,10
3.089658322331028e+18,10
51406013.70388156,10
9352999.164422443,10
268810489822136.9,10
431498.4674235286,10
1825440041.8614779,10
3.661142139667339e+16,10
7006482101.440235,10
76008511582.77649,10
90186611.60660173,10
11945593449795.354,10
462656903.6099159,10
5953662766458.186,10
420277612.92786485,10
16061754.81965092,10
731482359403634.4,10
22811262504.52926,10
55201943704.935425,10
8707752567.765339,10
4.060277689774915e+18,10
753861089.9894559,10
49834539.09994233,10
2173955.8392741396,10
42040071337.94491,10
1.0663854899610657e+18,10
4823258604871.993,10
274630.7193962638,10
2202000857.9494367,10
147519474.88700786,10
303226788.2863881,10
111855423828.13054,10
3488658603355.484,10
191588989642.02948,10
70067844.45031708,10
4102085001257736.5,10
2496988996.586712,10
3464082418883322.0,10
567102925.9319056,10
220439.2428863349,10
461800539.7410274,10
31826809563.793335,10
215355698168.06696,10
212352669.03396547,10
1403787.7606566574,10
3098728615071173.5,10
1768644684467.901,10
1395105480.995637,10
742128106.5488775,10
5218491652840.173,10
888073577.1365737,10
1214405127.6681867,10
5386676.4487992935,10
312395361312.0632,10
1665049.2504854768,10
16998338318.944107,10
130386527781731.36,10
27455628.36971915,10
98668640.8478416,10
163421889.93296832,10
1241297764.0220892,10
59480001972.232086,10
1335411.0275697892,10
2348624072008981.0,10
117155803308.3593,10
5860314514331462.0,10
2204344.258190319,10
712583852.6875492,10
130043521291.92377,10
33259146114831.164,10
1030888122.8949925,10
95923.3697092176,10
1.4145784661005673e+22,10
16689802.767303213,10
6341712.697840799,10
124424082.46800096,10
10505648.546217017,10
5.625217258973914e+16,10
5850713079100.529,10
6559598851.330976,10
55306204088.33722,10
119316506.03726253,10
42794438166442.266,10
15157656512.277895,10
15619290.199739413,10
1667458808662875.8,10
15397515.255867941,10
2226591119.247576,10
102241910.84821467,10
1.0149245025623767e+18,10
23722870.12121717,10
43129138.8887385,10
26427477297.790627,10
2729313092630.5244,10
2240723936772.587,10
106682398.26960558,10
511301800.124666,10
93252093.95190029,10
1278120.8910840831,10
1879799.9257585688,10
444144580.51537776,10
288870685.2579795,10
618695180832.6382,10
22510232745546.133,10
791167549.6720937,10
62726690.09632556,10
73256876.29466443,10
108043167354.25632,10
4315815803.009503,10
14702510.071216766,10
234035837628.51108,10
1291359083.6752064,10
112235206505.05681,10
156994647.623813,10
6098206.922877008,10
265244332.9651863,10
2.8773563482645228e+16,10
541842256.8640573,10
5.243277847535222e+16,10
31476924242.773026,10
1042294381.3432107,10
7321365843522.45,10
80382347369.69577,10
20466656981.068005,10
15861738.576430893,10
1601753882.4348886,10
4609333789.276275,10
6920230418769645.0,10
956416870.2066165,10
2851440114923.127,10
12901855.962809715,10
6535021081510.538,10
5470568433442.629,10
7419214530.393788,10
159505682272.7544,10
40494766118.52899,10
174083.67225650474,10
162689908.40131384,10
7693625355.403118,10
11579202.948730823,10
4642595768271.939,10
7.305030775032611e+20,10
279072927.2335191,10
1921243524969.7444,10
77648227855.2607,10
9622273893356.934,10
15390476718.544107,10
4329585127.9011135,10
20646348.833916683,10
177043858473.38937,10
10620298845241.432,10
811157.9333531647,10
282255929530.5668,10
6755985808.341296,10
274220161.9556222,10
88349587256.24759,10
3877505.5256526074,10
1.8387888347826058e+20,10
515245947582.26,10
18402113716.642174,10
2675180.2274907776,10
11711466435.860558,10
1119409288064692.6,10
1252434438519.6196,10
9517730.299607117,10
228642471.53100458,10
252665.77223676644,10
5193319.892691892,10
590603498.0338045,10
365109154752.8306,10
156773985861.32928,10
2160497459.6397457,10
766653487.4039327,10
78792578888917.8,10
2435847711.842107,10
15761966.199741203,10
17083103389.576132,10
5668577432572.509,10
875590352.4862777,10
75438951464.82979,10
161190.58402213256,10
146785308278.36517,10
28175915613.39938,10
1219558155.982839,10
4989839.915236632,10
262148144033.98785,10
769175918783.4872,10
3.525501899635877e+19,10
7.737985709698034e+16,10
13285609273191.678,10
319650101.6507092,10
15802892.96932131,10
428946318.84707284,10
39124533.897988714,10
1305227397.9416525,10
36181978.69891973,10
21707209.34507268,10
71129483.21439457,10
17385171238562.588,10
260062212122.45135,10
61991516.75246275,10
6156649954150.516,10
14423352.795475453,10
3.529552444263303e+18,10
14889563557379.436,10
105944536.40978321,10
29846273172.048996,10
1351268906768350.8,10
61669948.86928893,10
27900200.69578703,10
11770594.367671678,10
421063891.12401944,10
382031.2627055707,10
19916605.48691208,10
7737179613.809357,10
318944382.3440899,10
879116179.9967738,10
907122862647.5107,10
89761620.95643656,10
106263295.4342763,10
1927147.1803146808,10
61403523.65416215,10
13830400.866258807,10
122254069.94775906,10
8.132085647879677e+18,10
98841260.55894545,10
5405314063.240719,10
1694689156.5475483,10
701078.3627316034,10
13161520.143529814,10
2897515035858.745,10
8534749.384095205,10
9636080.596539393,10
20609093050997.12,10
808632889710.9846,10
92533415.78669338,10
813781898290.7295,10
20971300.142549217,10
2.7364799394460797e+17,10
133546305.62742719,10
76349724.36267118,10
109495366015.85896,10
32650491714926.54,10
12991053084.249367,10
5044719030.911936,10
1183527630984917.2,10
10967763.605002945,10
2075823277.9914258,10
1183556.4114972684,10
39730798067.648544,10
2340804636977.7837,10
399315042153965.25,10
9588699473.940561,10
1.520447059530339e+17,10
3053599622947533.5,10
420981.7022104899,10
4866849470176.214,10
196057231.43452355,10
1620106960374.067,10
306587725.3034635,10
12570679959.05443,10
20090881.890677832,10
963997990.8939772,10
951156700.9810377,10
212200881.81224516,10
442009.52923178964,10
1.2256903449370058e+16,10
70236068.1197963,10
17341685290.072037,10
16968161.14351803,10
7376278393.156905,10
931044812.3854457,10
17213028780.43033,10
244415994634.08633,10
31372796704556.57,10
401471.02826523624,10
10022542059.331158,10
16411096547471.828,10
643977744.9287821,10
144160.5643840722,10
249228142830.458,10
97732742.62884831,10
1109386814.6908958,10
2331739799333.3745,10
792331744.1329739,10
159592973284.55048,10
1579284427921.7356,10
5691970553.87595,10
661163449926.4425,10
467491608.2241291,10
16463629885713.19,10
1714680839.3902316,10
122826849702.75182,10
100879597.5683792,10
3587.248139881696,10
247768.61697634892,10
14288749821850.232,10
13091055.86434627,10
5905101.652572738,10
556270149.5795054,10
45578969724.70069,10
1.3535725177990764e+16,10
2613043.037686584,10
231856478.4918184,10
35602914182948.7,10
240526.26598427366,10
54853982.43177384,10
1628939147.4820063,10
2398370939.508515,10
91438472.70363045,10
59496945787240.945,10
2207554.0765335825,10
161886092635.2479,10
148378.7736271873,10
6218525491.650437,10
53879991.88302905,10
1.5566231847631438e+16,10
510520853.5749846,10
3357290168716.2993,10
4398829371.835303,10
13295747.956167327,10
41963385233978.336,10
3493751.451524366,10
21036799939.605972,10
33466435.3788706,10
5334492645.86913,10
157442879.40662244,10
1686068.3336673698,10
169490086.4737685,10
494386.4023999345,10
674332141.7947048,10
2960313557.2541156,10
322220390223.9027,10
8324031.269059304,10
53133562663.47258,10
9697624.98668885,10
4334817909.479331,10
937276250.3896387,10
9761172.538059201,10
3244558136890.2017,10
873704491876.1945,10
540863539.0125111,10
46883918.238485955,10
115141619343.41705,10
843873.2010717371,10
18618445.74731544,10
620470030.0029874,10
53373940.31190963,10
347157365027.9665,10
496049119139.51514,10
17822596096.172024,10
1029365170048.0104,10
6165829695.088102,10
1106455.1648995301,10
388553125.37340164,10
238477728195.8798,10
1408973234.869355,10
401372.50186178274,10
580026632.8984897,10
9182165783073102.0,10
8457555625.722582,10
1113719318.7562022,10
421441051689.2711,10
31149436.64308374,10
11839488.28587194,10
5891550071.579332,10
1635938954696.5664,10
165666387.1019855,10
996360.0094994294,10
2.3674380154571212e+16,10
454531770576.5841,10
11034599751.172035,10
27797969.823380716,10
100779965.72570847,10
214939954131.87814,10
500429338.2912947,10
718202594881775.8,10
2292942.103646251,10
22091758535719.773,10
154086033874354.12,10
709558213.3019319,10
7080950.447630934,10
4656072.306815679,10
9377789.367739698,10
14071481767.189054,10
13409154746121.217,10
198430907.9166892,10
542479204.417307,10
2302240468.992737,10
15393332963891.74,10
1999754537.3640597,10
8287592891143.992,10
1774153630146.9077,10
8161588906070.588,10
3826110970.2610383,10
2745553.892115008,10
18507385.09796657,10
46422003.97197049,10
5.689113131617101e+16,10
19591771.355234873,10
1132953.1765637142,10
148633620.94820148,10
120999859786.74034,10
13750431993978.541,10
26969334966.805855,10
2323496.4308060915,10
830019684445702.0,10
278807646.37017906,10
6243640.795678481,10
164993749827244.2,10
27433550.305593558,10
165429933113635.56,10
20206619.011547446,10
53898067.07267902,10
64931229.29805838,10
1139172.950876167,10
839429578.7670374,10
9976033.992844056,10
348002887423.37054,10
20998385632.378036,10
89862644827.93317,10
6884368.86662148,10
45117672.071311735,10
210219649424264.1,10
116449549.48164903,10
2.9228592019177993e+20,10
322826953.4122998,10
